Room_ID	Room_Status	Cat_ID	Cat_Breed	Cat_Sex	Cat_Age	Cat_Weight	Cat_Behavior
Room_870	NA	Cat_4346	Domestic Longhair	Female	2.0	4.05	NA
Room_870	NA	Cat_4347	Domestic Longhair	Female	6.0	3.41	NA
Room_870	NA	Cat_4348	Ragdoll	Female	5.0	5.11	NA
Room_870	NA	Cat_4349	Ragdoll	Female	6.0	5.14	NA
Room_870	NA	Cat_4350	Domestic Longhair	Female	4.0	4.37	NA
Room_871	valid	Cat_4351	American Shorthair	Female	6.0	4.62	happy
Room_871	valid	Cat_4352	American Shorthair	Female	5.0	3.88	happy
Room_871	valid	Cat_4353	Bengal	Male	5.0	6.19	happy
Room_871	valid	Cat_4354	Domestic Longhair	Female	5.0	3.93	happy
Room_871	valid	Cat_4355	Domestic Longhair	Female	4.0	4.02	happy
Room_872	NA	Cat_4356	Bengal	Female	5.0	4.14	NA
Room_872	NA	Cat_4357	Ragdoll	Male	2.0	7.92	NA
Room_872	NA	Cat_4358	Bengal	Female	8.0	4.32	NA
Room_872	NA	Cat_4359	Domestic Longhair	Female	2.0	4.12	NA
Room_872	NA	Cat_4360	Domestic Longhair	Female	2.0	4.42	NA
Room_873	NA	Cat_4361	Domestic Longhair	Male	5.0	4.85	NA
Room_873	NA	Cat_4362	American Shorthair	Female	6.0	3.72	NA
Room_873	NA	Cat_4363	Ragdoll	Male	6.0	8.08	NA
Room_873	NA	Cat_4364	Ragdoll	Male	3.0	6.97	NA
Room_873	NA	Cat_4365	Bengal	Female	3.0	4.15	NA
Room_874	NA	Cat_4366	Domestic Longhair	Male	4.0	5.85	NA
Room_874	NA	Cat_4367	Domestic Longhair	Male	6.0	5.83	NA
Room_874	NA	Cat_4368	Domestic Longhair	Male	7.0	5.62	NA
Room_874	NA	Cat_4369	Ragdoll	Male	8.0	6.73	NA
Room_874	NA	Cat_4370	Domestic Longhair	Male	6.0	6.42	NA
Room_875	NA	Cat_4371	Bengal	Male	5.0	4.63	NA
Room_875	NA	Cat_4372	Domestic Longhair	Female	5.0	4.06	NA
Room_875	NA	Cat_4373	Domestic Longhair	Female	4.0	3.63	NA
Room_875	NA	Cat_4374	Domestic Longhair	Male	3.0	5.95	NA
Room_875	NA	Cat_4375	Bengal	Female	7.0	3.96	NA
Room_876	NA	Cat_4376	Domestic Longhair	Male	4.0	5.9	NA
Room_876	NA	Cat_4377	American Shorthair	Male	6.0	5.62	NA
Room_876	NA	Cat_4378	Domestic Longhair	Female	6.0	4.66	NA
Room_876	NA	Cat_4379	American Shorthair	Female	4.0	4.31	NA
Room_876	NA	Cat_4380	American Shorthair	Female	5.0	4.56	NA
Room_877	NA	Cat_4381	Bengal	Male	3.0	5.86	NA
Room_877	NA	Cat_4382	Ragdoll	Female	2.0	6.39	NA
Room_877	NA	Cat_4383	American Shorthair	Male	6.0	6.52	NA
Room_877	NA	Cat_4384	Ragdoll	Female	7.0	5.99	NA
Room_877	NA	Cat_4385	Domestic Longhair	Male	4.0	5.92	NA
Room_878	compromised	Cat_4386	Bengal	Female	6.0	3.78	evil
Room_878	compromised	Cat_4387	Ragdoll	Female	6.0	4.47	scared
Room_878	compromised	Cat_4388	Bengal	Male	6.0	5.24	scared
Room_878	compromised	Cat_4389	Ragdoll	Male	4.0	8.8	scared
Room_878	compromised	Cat_4390	Domestic Longhair	Male	5.0	5.74	scared
Room_879	NA	Cat_4391	Ragdoll	Female	4.0	4.7	NA
Room_879	NA	Cat_4392	Bengal	Female	4.0	3.77	NA
Room_879	NA	Cat_4393	American Shorthair	Female	3.0	4.17	NA
Room_879	NA	Cat_4394	American Shorthair	Female	4.0	3.9	NA
Room_879	NA	Cat_4395	Domestic Longhair	Male	4.0	5.46	NA
Room_880	NA	Cat_4396	Ragdoll	Male	5.0	8.12	NA
Room_880	NA	Cat_4397	Ragdoll	Female	7.0	5.43	NA
Room_880	NA	Cat_4398	American Shorthair	Female	4.0	4.51	NA
Room_880	NA	Cat_4399	Domestic Longhair	Female	4.0	3.75	NA
Room_880	NA	Cat_4400	American Shorthair	Male	6.0	6.23	NA
Room_881	NA	Cat_4401	Ragdoll	Female	4.0	4.68	NA
Room_881	NA	Cat_4402	Bengal	Male	5.0	5.45	NA
Room_881	NA	Cat_4403	Ragdoll	Male	4.0	8.47	NA
Room_881	NA	Cat_4404	American Shorthair	Female	7.0	3.69	NA
Room_881	NA	Cat_4405	Ragdoll	Female	2.0	3.77	NA
Room_882	NA	Cat_4406	American Shorthair	Female	4.0	4.61	NA
Room_882	NA	Cat_4407	Ragdoll	Female	4.0	4.59	NA
Room_882	NA	Cat_4408	Ragdoll	Female	4.0	5.67	NA
Room_882	NA	Cat_4409	Domestic Longhair	Female	5.0	4.49	NA
Room_882	NA	Cat_4410	Ragdoll	Female	3.0	5.71	NA
Room_883	compromised	Cat_4411	Bengal	Male	6.0	4.81	evil
Room_883	compromised	Cat_4412	Domestic Longhair	Male	6.0	5.17	scared
Room_883	compromised	Cat_4413	Ragdoll	Male	6.0	7.31	scared
Room_883	compromised	Cat_4414	Domestic Longhair	Female	3.0	3.55	scared
Room_883	compromised	Cat_4415	Bengal	Female	2.0	3.98	scared
Room_884	NA	Cat_4416	Ragdoll	Male	4.0	5.88	NA
Room_884	NA	Cat_4417	Domestic Longhair	Male	4.0	5.88	NA
Room_884	NA	Cat_4418	American Shorthair	Female	8.0	3.75	NA
Room_884	NA	Cat_4419	American Shorthair	Female	7.0	4.34	NA
Room_884	NA	Cat_4420	Domestic Longhair	Female	5.0	3.74	NA
Room_885	NA	Cat_4421	Domestic Longhair	Male	8.0	5.5	NA
Room_885	NA	Cat_4422	Domestic Longhair	Female	3.0	4.03	NA
Room_885	NA	Cat_4423	American Shorthair	Female	6.0	3.69	NA
Room_885	NA	Cat_4424	American Shorthair	Female	7.0	4.09	NA
Room_885	NA	Cat_4425	Domestic Longhair	Female	3.0	4.27	NA
Room_886	NA	Cat_4426	Bengal	Female	4.0	4.47	NA
Room_886	NA	Cat_4427	American Shorthair	Male	8.0	5.26	NA
Room_886	NA	Cat_4428	Bengal	Female	3.0	3.85	NA
Room_886	NA	Cat_4429	Bengal	Male	4.0	5.32	NA
Room_886	NA	Cat_4430	Ragdoll	Male	4.0	6.8	NA
Room_887	NA	Cat_4431	Bengal	Female	3.0	4.13	NA
Room_887	NA	Cat_4432	Bengal	Male	2.0	5.7	NA
Room_887	NA	Cat_4433	American Shorthair	Male	4.0	5.5	NA
Room_887	NA	Cat_4434	Bengal	Male	4.0	6.19	NA
Room_887	NA	Cat_4435	American Shorthair	Female	3.0	4.12	NA
Room_888	NA	Cat_4436	American Shorthair	Male	3.0	5.03	NA
Room_888	NA	Cat_4437	American Shorthair	Female	8.0	3.93	NA
Room_888	NA	Cat_4438	Domestic Longhair	Female	4.0	4.01	NA
Room_888	NA	Cat_4439	Ragdoll	Female	5.0	4.98	NA
Room_888	NA	Cat_4440	American Shorthair	Female	6.0	4.82	NA
Room_889	NA	Cat_4441	Bengal	Female	5.0	3.79	NA
Room_889	NA	Cat_4442	American Shorthair	Female	5.0	3.99	NA
Room_889	NA	Cat_4443	American Shorthair	Female	5.0	4.22	NA
Room_889	NA	Cat_4444	American Shorthair	Female	4.0	4.23	NA
Room_889	NA	Cat_4445	American Shorthair	Male	5.0	5.46	NA
Room_890	NA	Cat_4446	Bengal	Female	7.0	4.14	NA
Room_890	NA	Cat_4447	Ragdoll	Female	2.0	4.81	NA
Room_890	NA	Cat_4448	Ragdoll	Male	4.0	8.01	NA
Room_890	NA	Cat_4449	Bengal	Male	6.0	5.41	NA
Room_890	NA	Cat_4450	American Shorthair	Female	2.0	2.84	NA
Room_891	NA	Cat_4451	Bengal	Male	7.0	5.86	NA
Room_891	NA	Cat_4452	American Shorthair	Female	7.0	3.61	NA
Room_891	NA	Cat_4453	American Shorthair	Female	6.0	4.29	NA
Room_891	NA	Cat_4454	Domestic Longhair	Female	6.0	4.13	NA
Room_891	NA	Cat_4455	Domestic Longhair	Female	4.0	3.81	NA
Room_892	valid	Cat_4456	American Shorthair	Female	5.0	4.48	happy
Room_892	valid	Cat_4457	American Shorthair	Female	5.0	4.75	happy
Room_892	valid	Cat_4458	Ragdoll	Female	2.0	6.03	happy
Room_892	valid	Cat_4459	Domestic Longhair	Female	7.0	4.03	happy
Room_892	valid	Cat_4460	Domestic Longhair	Female	6.0	3.58	happy
Room_893	compromised	Cat_4461	Domestic Longhair	Male	4.0	5.28	evil
Room_893	compromised	Cat_4462	Ragdoll	Male	4.0	8.23	scared
Room_893	compromised	Cat_4463	Domestic Longhair	Female	4.0	4.14	scared
Room_893	compromised	Cat_4464	Domestic Longhair	Male	5.0	6.45	scared
Room_893	compromised	Cat_4465	Domestic Longhair	Female	3.0	4.2	scared
Room_894	compromised	Cat_4466	Bengal	Male	5.0	4.75	evil
Room_894	compromised	Cat_4467	Bengal	Female	5.0	4.25	scared
Room_894	compromised	Cat_4468	American Shorthair	Female	7.0	4.09	scared
Room_894	compromised	Cat_4469	Bengal	Female	5.0	4.2	scared
Room_894	compromised	Cat_4470	Ragdoll	Male	5.0	8.02	scared
Room_895	NA	Cat_4471	American Shorthair	Male	6.0	5.83	NA
Room_895	NA	Cat_4472	American Shorthair	Female	7.0	4.58	NA
Room_895	NA	Cat_4473	Ragdoll	Male	4.0	6.98	NA
Room_895	NA	Cat_4474	American Shorthair	Female	5.0	4.86	NA
Room_895	NA	Cat_4475	American Shorthair	Female	3.0	4.8	NA
Room_896	compromised	Cat_4476	Bengal	Male	6.0	5.21	evil
Room_896	compromised	Cat_4477	Domestic Longhair	Female	3.0	4.41	scared
Room_896	compromised	Cat_4478	Domestic Longhair	Male	3.0	5.54	scared
Room_896	compromised	Cat_4479	Domestic Longhair	Male	5.0	4.88	scared
Room_896	compromised	Cat_4480	Domestic Longhair	Female	2.0	4.71	scared
Room_897	NA	Cat_4481	Ragdoll	Female	3.0	3.48	NA
Room_897	NA	Cat_4482	American Shorthair	Female	5.0	4.35	NA
Room_897	NA	Cat_4483	American Shorthair	Male	4.0	5.7	NA
Room_897	NA	Cat_4484	Bengal	Female	3.0	4.02	NA
Room_897	NA	Cat_4485	American Shorthair	Female	5.0	4.22	NA
Room_898	NA	Cat_4486	Domestic Longhair	Female	4.0	3.35	NA
Room_898	NA	Cat_4487	Ragdoll	Female	6.0	4.85	NA
Room_898	NA	Cat_4488	Ragdoll	Female	7.0	4.62	NA
Room_898	NA	Cat_4489	Ragdoll	Female	3.0	5.53	NA
Room_898	NA	Cat_4490	Ragdoll	Female	3.0	5.93	NA
Room_899	valid	Cat_4491	American Shorthair	Female	7.0	4.73	happy
Room_899	valid	Cat_4492	Domestic Longhair	Female	2.0	3.99	happy
Room_899	valid	Cat_4493	Bengal	Female	5.0	4.4	happy
Room_899	valid	Cat_4494	Domestic Longhair	Female	6.0	3.98	happy
Room_899	valid	Cat_4495	Ragdoll	Female	5.0	4.02	happy
Room_900	NA	Cat_4496	Bengal	Male	6.0	6.76	NA
Room_900	NA	Cat_4497	Bengal	Female	6.0	3.97	NA
Room_900	NA	Cat_4498	Ragdoll	Male	7.0	5.16	NA
Room_900	NA	Cat_4499	Bengal	Male	6.0	6.17	NA
Room_900	NA	Cat_4500	Domestic Longhair	Male	6.0	4.55	NA
Room_901	NA	Cat_4501	American Shorthair	Female	5.0	4.73	NA
Room_901	NA	Cat_4502	Bengal	Male	5.0	4.82	NA
Room_901	NA	Cat_4503	American Shorthair	Female	7.0	4.64	NA
Room_901	NA	Cat_4504	American Shorthair	Female	6.0	4.18	NA
Room_901	NA	Cat_4505	Ragdoll	Female	6.0	3.42	NA
Room_902	valid	Cat_4506	Bengal	Female	6.0	4.07	happy
Room_902	valid	Cat_4507	American Shorthair	Female	4.0	3.62	happy
Room_902	valid	Cat_4508	American Shorthair	Female	5.0	4.08	happy
Room_902	valid	Cat_4509	Ragdoll	Female	8.0	5.85	happy
Room_902	valid	Cat_4510	Domestic Longhair	Female	5.0	4.36	happy
Room_903	NA	Cat_4511	Bengal	Male	5.0	5.1	NA
Room_903	NA	Cat_4512	Ragdoll	Female	4.0	4.55	NA
Room_903	NA	Cat_4513	American Shorthair	Female	8.0	4.03	NA
Room_903	NA	Cat_4514	Bengal	Female	5.0	3.51	NA
Room_903	NA	Cat_4515	Domestic Longhair	Male	5.0	5.89	NA
Room_904	NA	Cat_4516	American Shorthair	Female	5.0	4.15	NA
Room_904	NA	Cat_4517	Ragdoll	Female	5.0	4.49	NA
Room_904	NA	Cat_4518	American Shorthair	Female	4.0	4.59	NA
Room_904	NA	Cat_4519	Ragdoll	Female	4.0	4.67	NA
Room_904	NA	Cat_4520	Ragdoll	Male	4.0	4.76	NA
Room_905	NA	Cat_4521	Bengal	Male	4.0	5.8	NA
Room_905	NA	Cat_4522	Domestic Longhair	Female	6.0	4.0	NA
Room_905	NA	Cat_4523	Domestic Longhair	Male	4.0	6.21	NA
Room_905	NA	Cat_4524	American Shorthair	Female	5.0	4.48	NA
Room_905	NA	Cat_4525	American Shorthair	Male	5.0	5.55	NA
Room_906	NA	Cat_4526	American Shorthair	Male	5.0	6.14	NA
Room_906	NA	Cat_4527	Domestic Longhair	Female	6.0	4.28	NA
Room_906	NA	Cat_4528	American Shorthair	Male	2.0	6.38	NA
Room_906	NA	Cat_4529	Ragdoll	Female	3.0	5.0	NA
Room_906	NA	Cat_4530	Ragdoll	Female	4.0	7.19	NA
Room_907	NA	Cat_4531	Ragdoll	Male	6.0	7.24	NA
Room_907	NA	Cat_4532	Ragdoll	Female	6.0	5.38	NA
Room_907	NA	Cat_4533	Domestic Longhair	Female	5.0	3.87	NA
Room_907	NA	Cat_4534	American Shorthair	Male	4.0	6.48	NA
Room_907	NA	Cat_4535	Bengal	Female	4.0	3.86	NA
Room_908	NA	Cat_4536	Domestic Longhair	Female	4.0	3.87	NA
Room_908	NA	Cat_4537	Bengal	Male	2.0	6.42	NA
Room_908	NA	Cat_4538	American Shorthair	Female	4.0	4.61	NA
Room_908	NA	Cat_4539	American Shorthair	Female	5.0	4.44	NA
Room_908	NA	Cat_4540	American Shorthair	Female	5.0	4.72	NA
Room_909	NA	Cat_4541	American Shorthair	Female	4.0	3.54	NA
Room_909	NA	Cat_4542	American Shorthair	Male	6.0	6.28	NA
Room_909	NA	Cat_4543	American Shorthair	Female	6.0	4.12	NA
Room_909	NA	Cat_4544	Ragdoll	Male	5.0	7.57	NA
Room_909	NA	Cat_4545	Ragdoll	Female	5.0	6.1	NA
Room_910	NA	Cat_4546	Domestic Longhair	Male	7.0	6.09	NA
Room_910	NA	Cat_4547	Bengal	Female	4.0	3.58	NA
Room_910	NA	Cat_4548	Domestic Longhair	Male	4.0	5.3	NA
Room_910	NA	Cat_4549	Domestic Longhair	Male	5.0	5.03	NA
Room_910	NA	Cat_4550	Domestic Longhair	Female	4.0	4.65	NA
Room_911	compromised	Cat_4551	Bengal	Male	6.0	5.07	evil
Room_911	compromised	Cat_4552	Ragdoll	Female	2.0	4.53	scared
Room_911	compromised	Cat_4553	American Shorthair	Male	5.0	5.44	scared
Room_911	compromised	Cat_4554	Domestic Longhair	Female	5.0	4.11	scared
Room_911	compromised	Cat_4555	Domestic Longhair	Male	4.0	5.87	scared
Room_912	NA	Cat_4556	American Shorthair	Female	5.0	4.35	NA
Room_912	NA	Cat_4557	Bengal	Male	3.0	5.97	NA
Room_912	NA	Cat_4558	Bengal	Male	7.0	5.98	NA
Room_912	NA	Cat_4559	Domestic Longhair	Female	5.0	4.51	NA
Room_912	NA	Cat_4560	American Shorthair	Male	6.0	5.99	NA
Room_913	NA	Cat_4561	Domestic Longhair	Male	4.0	5.32	NA
Room_913	NA	Cat_4562	Ragdoll	Male	6.0	7.4	NA
Room_913	NA	Cat_4563	Ragdoll	Male	3.0	8.29	NA
Room_913	NA	Cat_4564	Ragdoll	Female	5.0	4.22	NA
Room_913	NA	Cat_4565	American Shorthair	Female	5.0	4.18	NA
Room_914	compromised	Cat_4566	Bengal	Male	5.0	6.56	evil
Room_914	compromised	Cat_4567	Bengal	Female	5.0	4.12	scared
Room_914	compromised	Cat_4568	Domestic Longhair	Female	5.0	4.3	scared
Room_914	compromised	Cat_4569	Domestic Longhair	Male	5.0	5.63	scared
Room_914	compromised	Cat_4570	American Shorthair	Female	8.0	4.41	scared
Room_915	valid	Cat_4571	Domestic Longhair	Male	3.0	5.42	happy
Room_915	valid	Cat_4572	Ragdoll	Female	8.0	6.41	happy
Room_915	valid	Cat_4573	Ragdoll	Male	7.0	5.52	happy
Room_915	valid	Cat_4574	American Shorthair	Female	4.0	4.8	happy
Room_915	valid	Cat_4575	Ragdoll	Male	4.0	8.1	happy
Room_916	compromised	Cat_4576	American Shorthair	Male	7.0	6.6	evil
Room_916	compromised	Cat_4577	American Shorthair	Male	6.0	6.74	scared
Room_916	compromised	Cat_4578	Bengal	Male	4.0	5.76	scared
Room_916	compromised	Cat_4579	American Shorthair	Female	5.0	4.18	scared
Room_916	compromised	Cat_4580	Domestic Longhair	Female	5.0	3.84	scared
Room_917	NA	Cat_4581	Ragdoll	Female	2.0	6.33	NA
Room_917	NA	Cat_4582	Domestic Longhair	Male	8.0	6.65	NA
Room_917	NA	Cat_4583	Ragdoll	Male	7.0	6.41	NA
Room_917	NA	Cat_4584	American Shorthair	Female	3.0	4.08	NA
Room_917	NA	Cat_4585	Ragdoll	Female	5.0	5.14	NA
Room_918	NA	Cat_4586	Bengal	Male	5.0	5.44	NA
Room_918	NA	Cat_4587	Bengal	Female	4.0	4.35	NA
Room_918	NA	Cat_4588	American Shorthair	Male	5.0	5.59	NA
Room_918	NA	Cat_4589	Ragdoll	Male	6.0	7.89	NA
Room_918	NA	Cat_4590	Ragdoll	Female	3.0	5.68	NA
Room_919	NA	Cat_4591	American Shorthair	Male	8.0	6.05	NA
Room_919	NA	Cat_4592	Bengal	Female	4.0	4.49	NA
Room_919	NA	Cat_4593	Domestic Longhair	Female	2.0	4.43	NA
Room_919	NA	Cat_4594	American Shorthair	Male	5.0	7.19	NA
Room_919	NA	Cat_4595	Ragdoll	Female	5.0	5.51	NA
Room_920	compromised	Cat_4596	Domestic Longhair	Male	4.0	5.2	evil
Room_920	compromised	Cat_4597	American Shorthair	Male	5.0	7.18	scared
Room_920	compromised	Cat_4598	American Shorthair	Male	4.0	6.59	scared
Room_920	compromised	Cat_4599	Ragdoll	Male	3.0	6.6	scared
Room_920	compromised	Cat_4600	Domestic Longhair	Male	3.0	4.99	scared
Room_921	NA	Cat_4601	Domestic Longhair	Male	3.0	5.06	NA
Room_921	NA	Cat_4602	Bengal	Male	6.0	4.92	NA
Room_921	NA	Cat_4603	American Shorthair	Female	4.0	4.85	NA
Room_921	NA	Cat_4604	American Shorthair	Female	6.0	3.88	NA
Room_921	NA	Cat_4605	American Shorthair	Male	5.0	7.05	NA
Room_922	NA	Cat_4606	Bengal	Male	6.0	6.01	NA
Room_922	NA	Cat_4607	Ragdoll	Male	6.0	5.49	NA
Room_922	NA	Cat_4608	Bengal	Male	4.0	5.61	NA
Room_922	NA	Cat_4609	Bengal	Female	6.0	4.0	NA
Room_922	NA	Cat_4610	American Shorthair	Male	7.0	5.3	NA
Room_923	NA	Cat_4611	American Shorthair	Female	7.0	3.84	NA
Room_923	NA	Cat_4612	Ragdoll	Female	7.0	5.58	NA
Room_923	NA	Cat_4613	Bengal	Male	6.0	6.06	NA
Room_923	NA	Cat_4614	Ragdoll	Female	5.0	4.79	NA
Room_923	NA	Cat_4615	American Shorthair	Male	5.0	6.38	NA
Room_924	NA	Cat_4616	Domestic Longhair	Male	7.0	5.87	NA
Room_924	NA	Cat_4617	American Shorthair	Female	3.0	4.7	NA
Room_924	NA	Cat_4618	American Shorthair	Female	2.0	4.44	NA
Room_924	NA	Cat_4619	American Shorthair	Male	4.0	5.87	NA
Room_924	NA	Cat_4620	Domestic Longhair	Female	6.0	3.33	NA
Room_925	NA	Cat_4621	Bengal	Female	6.0	4.14	NA
Room_925	NA	Cat_4622	Bengal	Male	4.0	6.0	NA
Room_925	NA	Cat_4623	Ragdoll	Female	3.0	4.84	NA
Room_925	NA	Cat_4624	American Shorthair	Male	6.0	5.88	NA
Room_925	NA	Cat_4625	Domestic Longhair	Male	3.0	5.51	NA
Room_926	NA	Cat_4626	Domestic Longhair	Female	3.0	4.6	NA
Room_926	NA	Cat_4627	Domestic Longhair	Male	6.0	7.46	NA
Room_926	NA	Cat_4628	Ragdoll	Male	4.0	7.67	NA
Room_926	NA	Cat_4629	Bengal	Male	5.0	5.84	NA
Room_926	NA	Cat_4630	Domestic Longhair	Female	4.0	3.69	NA
Room_927	NA	Cat_4631	American Shorthair	Female	6.0	4.62	NA
Room_927	NA	Cat_4632	Ragdoll	Female	4.0	5.28	NA
Room_927	NA	Cat_4633	Ragdoll	Female	3.0	4.92	NA
Room_927	NA	Cat_4634	Bengal	Male	2.0	5.98	NA
Room_927	NA	Cat_4635	American Shorthair	Female	7.0	4.79	NA
Room_928	NA	Cat_4636	Bengal	Male	5.0	5.64	NA
Room_928	NA	Cat_4637	American Shorthair	Female	5.0	4.52	NA
Room_928	NA	Cat_4638	Bengal	Male	3.0	4.27	NA
Room_928	NA	Cat_4639	Bengal	Female	4.0	3.97	NA
Room_928	NA	Cat_4640	Ragdoll	Male	4.0	4.59	NA
Room_929	NA	Cat_4641	Ragdoll	Female	7.0	6.75	NA
Room_929	NA	Cat_4642	American Shorthair	Male	4.0	6.41	NA
Room_929	NA	Cat_4643	Domestic Longhair	Male	2.0	5.43	NA
Room_929	NA	Cat_4644	Ragdoll	Female	6.0	4.86	NA
Room_929	NA	Cat_4645	American Shorthair	Female	7.0	4.23	NA
Room_930	valid	Cat_4646	Domestic Longhair	Male	4.0	6.47	happy
Room_930	valid	Cat_4647	American Shorthair	Female	6.0	5.06	happy
Room_930	valid	Cat_4648	American Shorthair	Male	6.0	6.02	happy
Room_930	valid	Cat_4649	Domestic Longhair	Male	4.0	6.91	happy
Room_930	valid	Cat_4650	American Shorthair	Female	7.0	4.2	happy
Room_931	NA	Cat_4651	Bengal	Male	4.0	5.44	NA
Room_931	NA	Cat_4652	Bengal	Male	5.0	5.1	NA
Room_931	NA	Cat_4653	Domestic Longhair	Male	6.0	5.63	NA
Room_931	NA	Cat_4654	American Shorthair	Female	5.0	4.39	NA
Room_931	NA	Cat_4655	Bengal	Female	6.0	3.88	NA
Room_932	NA	Cat_4656	Ragdoll	Female	7.0	6.54	NA
Room_932	NA	Cat_4657	American Shorthair	Female	6.0	4.03	NA
Room_932	NA	Cat_4658	Ragdoll	Female	3.0	5.77	NA
Room_932	NA	Cat_4659	American Shorthair	Female	6.0	4.14	NA
Room_932	NA	Cat_4660	American Shorthair	Female	5.0	3.65	NA
Room_933	NA	Cat_4661	Domestic Longhair	Male	6.0	6.52	NA
Room_933	NA	Cat_4662	American Shorthair	Male	7.0	5.48	NA
Room_933	NA	Cat_4663	Bengal	Female	6.0	4.57	NA
Room_933	NA	Cat_4664	Domestic Longhair	Female	6.0	3.9	NA
Room_933	NA	Cat_4665	American Shorthair	Female	4.0	4.01	NA
Room_934	NA	Cat_4666	Domestic Longhair	Female	5.0	4.06	NA
Room_934	NA	Cat_4667	Ragdoll	Male	3.0	8.8	NA
Room_934	NA	Cat_4668	American Shorthair	Male	8.0	5.63	NA
Room_934	NA	Cat_4669	Domestic Longhair	Male	2.0	5.82	NA
Room_934	NA	Cat_4670	Bengal	Male	5.0	4.42	NA
Room_935	NA	Cat_4671	Ragdoll	Female	5.0	5.39	NA
Room_935	NA	Cat_4672	Ragdoll	Female	4.0	4.37	NA
Room_935	NA	Cat_4673	Domestic Longhair	Male	8.0	4.69	NA
Room_935	NA	Cat_4674	American Shorthair	Female	7.0	4.63	NA
Room_935	NA	Cat_4675	American Shorthair	Female	3.0	4.33	NA
Room_936	NA	Cat_4676	Bengal	Female	6.0	4.44	NA
Room_936	NA	Cat_4677	Bengal	Male	6.0	5.89	NA
Room_936	NA	Cat_4678	Bengal	Female	6.0	3.65	NA
Room_936	NA	Cat_4679	American Shorthair	Female	5.0	3.99	NA
Room_936	NA	Cat_4680	American Shorthair	Female	5.0	4.71	NA
Room_937	NA	Cat_4681	Ragdoll	Female	3.0	5.2	NA
Room_937	NA	Cat_4682	Bengal	Female	4.0	4.67	NA
Room_937	NA	Cat_4683	American Shorthair	Female	5.0	4.53	NA
Room_937	NA	Cat_4684	Ragdoll	Male	8.0	6.5	NA
Room_937	NA	Cat_4685	Ragdoll	Male	4.0	8.22	NA
Room_938	NA	Cat_4686	American Shorthair	Female	4.0	4.26	NA
Room_938	NA	Cat_4687	American Shorthair	Female	7.0	3.61	NA
Room_938	NA	Cat_4688	Ragdoll	Female	6.0	7.61	NA
Room_938	NA	Cat_4689	Domestic Longhair	Female	5.0	4.03	NA
Room_938	NA	Cat_4690	American Shorthair	Female	7.0	4.7	NA
Room_939	valid	Cat_4691	Domestic Longhair	Female	6.0	3.77	happy
Room_939	valid	Cat_4692	Ragdoll	Female	7.0	5.94	happy
Room_939	valid	Cat_4693	American Shorthair	Female	5.0	4.65	happy
Room_939	valid	Cat_4694	American Shorthair	Female	5.0	4.11	happy
Room_939	valid	Cat_4695	Ragdoll	Female	6.0	5.24	happy
Room_940	NA	Cat_4696	Bengal	Male	5.0	5.66	NA
Room_940	NA	Cat_4697	Domestic Longhair	Female	3.0	4.48	NA
Room_940	NA	Cat_4698	Ragdoll	Female	5.0	4.99	NA
Room_940	NA	Cat_4699	Bengal	Male	5.0	5.11	NA
Room_940	NA	Cat_4700	American Shorthair	Male	7.0	4.95	NA
Room_941	NA	Cat_4701	Bengal	Male	6.0	6.95	NA
Room_941	NA	Cat_4702	Ragdoll	Female	2.0	4.4	NA
Room_941	NA	Cat_4703	Ragdoll	Male	6.0	7.1	NA
Room_941	NA	Cat_4704	American Shorthair	Male	7.0	6.24	NA
Room_941	NA	Cat_4705	American Shorthair	Male	5.0	5.99	NA
Room_942	NA	Cat_4706	Ragdoll	Male	8.0	6.38	NA
Room_942	NA	Cat_4707	American Shorthair	Male	2.0	5.73	NA
Room_942	NA	Cat_4708	American Shorthair	Female	4.0	4.01	NA
Room_942	NA	Cat_4709	American Shorthair	Male	5.0	6.35	NA
Room_942	NA	Cat_4710	Ragdoll	Male	5.0	7.64	NA
Room_943	NA	Cat_4711	Bengal	Male	6.0	5.56	NA
Room_943	NA	Cat_4712	Ragdoll	Male	5.0	7.61	NA
Room_943	NA	Cat_4713	Ragdoll	Male	6.0	5.98	NA
Room_943	NA	Cat_4714	American Shorthair	Female	4.0	4.21	NA
Room_943	NA	Cat_4715	Bengal	Male	7.0	5.95	NA
Room_944	NA	Cat_4716	Bengal	Female	4.0	4.15	NA
Room_944	NA	Cat_4717	Domestic Longhair	Female	6.0	4.04	NA
Room_944	NA	Cat_4718	American Shorthair	Male	8.0	5.86	NA
Room_944	NA	Cat_4719	Ragdoll	Female	5.0	3.85	NA
Room_944	NA	Cat_4720	Bengal	Male	6.0	6.29	NA
Room_945	NA	Cat_4721	Bengal	Female	7.0	3.78	NA
Room_945	NA	Cat_4722	American Shorthair	Female	5.0	4.73	NA
Room_945	NA	Cat_4723	American Shorthair	Female	6.0	3.75	NA
Room_945	NA	Cat_4724	American Shorthair	Male	6.0	6.03	NA
Room_945	NA	Cat_4725	American Shorthair	Male	8.0	6.68	NA
Room_946	NA	Cat_4726	Bengal	Male	6.0	6.35	NA
Room_946	NA	Cat_4727	Bengal	Female	7.0	4.08	NA
Room_946	NA	Cat_4728	American Shorthair	Female	6.0	3.72	NA
Room_946	NA	Cat_4729	Ragdoll	Male	6.0	8.48	NA
Room_946	NA	Cat_4730	American Shorthair	Male	7.0	6.09	NA
